,x,y,2G,3G,4G,latitude,longitude
1494,440844.0,6210580.0,0,1,0,42.9477,-0.1734
2041,498953.0,6209072.0,0,1,0,42.9528,0.5382
2080,503192.0,6209068.0,0,1,0,42.954,0.5901
4324,647743.0,6206378.0,0,1,0,42.9549,2.3602
5558,672584.0,6206389.0,0,1,0,42.9564,2.6643
5459,668432.0,6206739.0,0,1,0,42.9593,2.6135
5328,664547.0,6206816.0,0,1,0,42.9598,2.5659
2635,556827.0,6208332.0,0,1,0,42.9601,1.2468
5893,688371.0,6206762.0,0,1,1,42.9601,2.8576
3160,586500.0,6207858.0,0,1,1,42.9611,1.6102
5649,676565.0,6207025.0,0,1,0,42.9622,2.713
1566,449472.0,6212191.0,0,1,1,42.9653,-0.0686
3280,598200.0,6208256.0,0,1,0,42.9664,1.7533
12248,1226576.0,6229045.0,0,1,0,42.9669,9.4556
6129,699456.0,6207570.0,0,1,1,42.9675,2.9933
3169,587363.0,6208708.0,0,1,0,42.9689,1.6205
12236,1220407.0,6228790.0,0,1,0,42.9692,9.38
4005,639655.0,6208129.0,0,1,0,42.97,2.261
1879,487538.0,6211627.0,0,1,1,42.9725,0.3975
1608,454810.0,6212831.0,0,1,0,42.9729,-0.0036
2273,521319.0,6210694.0,0,1,0,42.9733,0.8114
5763,682080.0,6208394.0,0,1,1,42.9747,2.7805
3810,631778.0,6208932.0,0,1,0,42.9765,2.1644
5469,668706.0,6209004.0,0,1,0,42.9797,2.6167
4861,654929.0,6209414.0,0,1,0,42.9827,2.4479
4234,645994.0,6209720.0,0,1,0,42.9848,2.3384
6061,695926.0,6209807.0,0,1,1,42.9876,2.9501
4122,643579.0,6210149.0,0,1,0,42.9885,2.3088
2557,548987.0,6211779.0,0,1,1,42.9894,1.1498
3163,586662.0,6211571.0,0,1,1,42.9945,1.6113
5161,660684.0,6210735.0,0,1,0,42.9949,2.5183
1147,411788.0,6217136.0,0,1,0,42.9955,-0.5323
3727,627020.0,6211165.0,0,1,0,42.9961,2.1058
4300,647392.0,6211131.0,0,1,0,42.9976,2.3554
5042,657731.0,6211109.0,0,1,0,42.9981,2.4821
2794,565144.0,6212448.0,0,1,0,42.9987,1.3475
3966,638281.0,6211359.0,0,1,0,42.9989,2.2438
910,382487.0,6218917.0,0,1,0,42.9992,-0.892
2200,515666.0,6213728.0,0,1,0,42.9992,0.7411
1404,432178.0,6216821.0,0,1,0,43.0006,-0.2826
1707,465996.0,6215514.0,0,1,0,43.0007,0.1321
5327,664543.0,6211413.0,0,1,0,43.0012,2.5655
2162,511278.0,6214275.0,0,1,0,43.0029,0.6872
3484,613318.0,6212774.0,0,1,0,43.0091,1.9377
1974,493596.0,6216005.0,0,1,0,43.0136,0.4699
5497,669931.0,6212975.0,0,1,0,43.0155,2.6315
1560,448836.0,6217992.0,0,1,1,43.0172,-0.0792
3004,575634.0,6214546.0,0,1,1,43.0194,1.4756
6224,703838.0,6213517.0,0,1,1,43.021,3.047
6088,697071.0,6213668.0,0,1,1,43.0223,2.9641
3680,623451.0,6214172.0,0,1,0,43.0228,2.0617
3336,602670.0,6214518.0,0,1,0,43.0234,1.8069
4505,650193.0,6214156.0,0,1,0,43.025,2.3895
3523,615601.0,6214529.0,0,1,0,43.0251,1.9654
3775,629847.0,6214620.0,0,1,0,43.0275,2.14
3252,596272.0,6215198.0,0,1,0,43.0286,1.7284
1621,455636.0,6219335.0,0,1,0,43.0316,0.0035
3229,593054.0,6215596.0,0,1,0,43.0317,1.6888
5342,664901.0,6215044.0,0,1,0,43.0339,2.5697
1807,479275.0,6218763.0,0,1,0,43.0341,0.2934
1770,475556.0,6218906.0,0,1,0,43.0343,0.2477
3202,589589.0,6215964.0,0,1,0,43.0345,1.6463
3175,587605.0,6216056.0,0,1,1,43.035,1.6219
2144,510076.0,6218002.0,0,1,0,43.0361,0.6711
3643,621658.0,6215799.0,0,1,0,43.0372,2.0394
5681,677934.0,6215425.0,0,1,0,43.0378,2.7295
5830,685274.0,6215617.0,0,1,1,43.0397,2.8194
1663,460535.0,6220300.0,0,1,0,43.0419,0.0631
1052,401930.0,6222969.0,0,1,0,43.0439,-0.6563
2504,542814.0,6218013.0,0,1,0,43.0442,1.0724
5703,678947.0,6216253.0,0,1,0,43.0453,2.7418
3713,625919.0,6217155.0,0,1,1,43.0499,2.0915
3914,635854.0,6217063.0,0,1,1,43.05,2.2133
10614,931974.0,6221263.0,0,1,1,43.0531,5.8456
1620,455535.0,6222069.0,0,1,0,43.0561,0.001
3334,602621.0,6218239.0,0,1,0,43.0568,1.8056
2666,559163.0,6219118.0,0,1,1,43.0575,1.2725
1234,418411.0,6224013.0,0,1,0,43.06,-0.4549
514,340005.0,6227950.0,0,1,0,43.0602,-1.4178
1814,479845.0,6221822.0,0,1,0,43.0618,0.2991
3620,620261.0,6218669.0,0,1,0,43.0629,2.0219
2577,550889.0,6220219.0,0,1,0,43.0657,1.1707
920,383484.0,6226887.0,0,1,0,43.0712,-0.8846
1721,467791.0,6223345.0,0,1,1,43.0717,0.1506
6043,695181.0,6219203.0,0,1,1,43.0721,2.9409
10778,938917.0,6223916.0,0,1,1,43.0746,5.9319
3729,627226.0,6220099.0,0,1,0,43.0765,2.1071
10735,936798.0,6224200.0,0,1,1,43.0779,5.906
1745,471598.0,6223938.0,0,1,0,43.0782,0.1971
1592,453017.0,6224786.0,0,1,0,43.0797,-0.0312
10679,934453.0,6224341.0,0,1,1,43.0799,5.8773
4539,650686.0,6220286.0,0,1,0,43.0802,2.3949
2502,542689.0,6222138.0,0,1,0,43.0812,1.0696
10710,935511.0,6224531.0,0,1,0,43.0813,5.8904
4107,643182.0,6220633.0,0,1,0,43.0827,2.3028
1727,468538.0,6224707.0,0,1,1,43.0842,0.1592
10635,932777.0,6224999.0,0,1,0,43.0864,5.8571
10583,931040.0,6225141.0,0,1,1,43.0882,5.8358
3186,588368.0,6222129.0,0,1,1,43.0897,1.63
10530,929165.0,6225364.0,0,1,1,43.0908,5.8129
2796,565195.0,6222718.0,0,1,1,43.091,1.3455
10615,932044.0,6225563.0,0,1,1,43.0917,5.8483
1578,451509.0,6226426.0,0,1,1,43.0939,-0.0504
2054,500496.0,6224748.0,0,1,1,43.0942,0.5511
10695,934791.0,6225947.0,0,1,1,43.0942,5.8822
1525,443860.0,6226908.0,0,1,1,43.0955,-0.1445
3158,586366.0,6222874.0,0,1,1,43.0961,1.6053
10724,936240.0,6226451.0,0,1,1,43.0983,5.9002
11016,954742.0,6227189.0,0,1,1,43.0986,6.1274
2418,534648.0,6224335.0,0,1,1,43.0992,0.9703
10548,929888.0,6226411.0,0,1,1,43.1,5.8222
1866,486400.0,6225880.0,0,1,1,43.1003,0.3778
1469,436598.0,6227958.0,0,1,0,43.1023,-0.234
691,358013.0,6231707.0,0,1,0,43.1028,-1.1997
10689,934659.0,6226912.0,0,1,1,43.103,5.881
10896,946206.0,6227352.0,0,1,1,43.103,6.0228
10960,950180.0,6227540.0,0,1,1,43.1033,6.0717
11257,972747.0,6228458.0,0,1,1,43.1033,6.3489
1081,405572.0,6229682.0,0,1,0,43.1057,-0.6154
3895,635269.0,6223376.0,0,1,0,43.1067,2.2054
2595,553045.0,6224801.0,0,1,0,43.1074,1.1959
1030,398994.0,6230213.0,0,1,1,43.1078,-0.6964
