cluster,x,y,2G,3G,4G,latitude,longitude
375,232542.0,6758874.0,1,1,0,47.7638,-3.2466
406,232748.0,6773486.0,1,1,1,47.895,-3.2593
406,233141.0,6821966.0,1,1,0,48.3302,-3.3058
375,233251.0,6757218.0,1,1,1,47.7494,-3.2354
437,233286.0,6828221.0,1,1,0,48.3864,-3.3106
437,233713.0,6848275.0,1,1,0,48.5665,-3.3265
437,233776.0,6857359.0,1,1,1,48.648,-3.3356
437,233860.0,6875455.0,1,1,1,48.8103,-3.3542
344,234333.0,6711474.0,1,1,1,47.3397,-3.1734
406,235109.0,6794069.0,1,1,1,48.0813,-3.2496
437,235404.0,6838680.0,1,1,1,48.4817,-3.2933
344,235405.0,6711707.0,1,1,0,47.3425,-3.1594
437,235487.0,6869450.0,1,1,1,48.7576,-3.3255
375,235577.0,6746818.0,1,1,1,47.6577,-3.1936
437,236117.0,6855151.0,1,0,0,48.6299,-3.3015
375,236497.0,6753989.0,1,1,1,47.7227,-3.1889
406,236554.0,6826816.0,1,1,0,48.3761,-3.2651
375,237140.0,6766522.0,1,1,1,47.8356,-3.1934
437,237157.0,6875747.0,1,1,0,48.8153,-3.3097
437,237157.0,6875747.0,1,1,1,48.8153,-3.3097
375,237346.0,6759825.0,1,1,1,47.7757,-3.1837
375,237486.0,6744506.0,1,1,1,47.6383,-3.1658
437,237487.0,6847830.0,1,1,1,48.5652,-3.2751
437,237987.0,6852754.0,1,1,1,48.6097,-3.2736
375,238232.0,6730177.0,1,1,1,47.5103,-3.1411
406,238907.0,6810877.0,1,1,1,48.2348,-3.2165
406,239060.0,6792988.0,1,1,1,48.0744,-3.1956
375,239111.0,6766696.0,1,1,1,47.8386,-3.1673
375,239383.0,6727949.0,1,1,1,47.4911,-3.1236
437,239524.0,6849407.0,1,1,0,48.5808,-3.2492
375,240089.0,6726926.0,1,1,1,47.4824,-3.1132
375,240138.0,6748560.0,1,1,1,47.6766,-3.1348
375,240840.0,6725931.0,0,1,0,47.474,-3.1022
406,241037.0,6781260.0,1,1,1,47.9706,-3.1568
437,241072.0,6830723.0,1,1,1,48.4143,-3.2084
375,241428.0,6739500.0,1,1,1,47.5962,-3.1084
375,241621.0,6758670.0,1,1,1,47.7683,-3.1256
437,242161.0,6867385.0,1,1,1,48.7439,-3.2328
437,242362.0,6873649.0,1,1,1,48.8002,-3.2368
437,242970.0,6836439.0,1,0,0,48.4669,-3.1889
376,242994.0,6738478.0,1,1,1,47.5881,-3.0865
406,243061.0,6819708.0,1,1,1,48.3169,-3.17
406,243251.0,6804197.0,1,1,0,48.1779,-3.1512
375,243260.0,6751795.0,1,1,1,47.7078,-3.0967
437,243914.0,6847143.0,1,1,1,48.5636,-3.1875
376,244000.0,6736788.0,1,1,1,47.5736,-3.0715
406,244155.0,6807257.0,1,1,1,48.206,-3.1422
376,244215.0,6736796.0,0,1,0,47.5738,-3.0686
437,245259.0,6859944.0,1,1,1,48.6793,-3.1829
437,245550.0,6827820.0,1,1,0,48.3914,-3.145
376,245700.0,6745592.0,1,1,1,47.6538,-3.0579
407,245997.0,6773348.0,1,1,1,47.9031,-3.0824
376,246141.0,6738899.0,1,1,1,47.594,-3.0452
437,246595.0,6847522.0,1,1,1,48.5689,-3.1517
376,246609.0,6737166.0,1,1,1,47.5788,-3.0372
407,247180.0,6787371.0,1,1,1,48.0297,-3.0811
376,247498.0,6750663.0,1,1,1,47.7005,-3.0392
376,247534.0,6738579.0,1,1,1,47.5921,-3.0264
437,247708.0,6862025.0,1,1,0,48.6997,-3.1519
437,247800.0,6868908.0,1,1,0,48.7615,-3.158
407,247945.0,6797693.0,1,1,1,48.1229,-3.0815
407,248409.0,6772262.0,1,1,1,47.895,-3.0491
437,248625.0,6853421.0,1,1,1,48.6232,-3.1305
407,248707.0,6792500.0,1,1,1,48.0768,-3.0659
437,249261.0,6845636.0,1,1,0,48.5538,-3.1137
376,249474.0,6742201.0,1,1,1,47.626,-3.0043
437,249503.0,6834629.0,1,0,0,48.4553,-3.0989
376,249514.0,6746666.0,1,1,1,47.6661,-3.0083
407,249538.0,6821160.0,1,1,0,48.3345,-3.0844
376,249616.0,6769569.0,1,1,1,47.8717,-3.0302
437,249924.0,6877590.0,1,0,0,48.8408,-3.1383
437,249929.0,6877596.0,1,1,1,48.8409,-3.1383
437,250017.0,6858757.0,1,1,1,48.672,-3.1172
376,250624.0,6715624.0,1,1,1,47.3882,-2.9624
376,250865.0,6744726.0,1,1,1,47.6496,-2.9884
376,250913.0,6747215.0,1,1,1,47.6719,-2.9903
376,250969.0,6752645.0,1,1,1,47.7207,-2.995
376,251006.0,6738805.0,1,1,1,47.5965,-2.9806
376,251181.0,6758430.0,1,1,1,47.7728,-2.9981
